date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:55	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2017%20Dec%202024%2019:02:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/www.googletagmanager.com/gtm.125445.delayed	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:55	18914/18914	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2017%20Dec%202024%2019:02:55%20GMT	https://use.typekit.net/ouf7xyb.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/use.typekit.net/ouf7xyb.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:56	388856/388856	---M--	200	added ('OK')	image/gif	etag:%22657a0cb2-5eef8%22	https://artisantalent.com/wp-content/uploads/2018/08/nowHiring-WebDesigner.gif	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/uploads/2018/08/nowHiring-WebDesigner.gif	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:57	162/162	---M--	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Tue,%2017%20Dec%202024%2019:02:57%20GMT	https://660661.ma.diib.com/mtc.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/660661.ma.diib.com/mtc.15.delayed	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:57	12866/12866	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202024%2008:31:33%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:57	2514/2514	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202024%2019:02:57%20GMT	http://js.hs-scripts.com/1951043.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/js.hs-scripts.com/1951043.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:58	86659/86659	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2265fc9808-15283%22	https://artisantalent.com/wp-content/themes/artisan2017/js/jquery-3.2.1.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/jquery-3.2.1.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:58	20412/20412	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2265e1bf0f-4fbc%22	https://artisantalent.com/wp-content/themes/artisan2017/js/jquery.touchSwipe.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/jquery.touchSwipe.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:59	13168/13168	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226647dd2e-3370%22	https://artisantalent.com/wp-content/themes/artisan2017/js/MorphSVGPlugin.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/MorphSVGPlugin.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:59	114220/114220	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226720b46c-1be2c%22	https://artisantalent.com/wp-content/themes/artisan2017/js/TweenMax.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/TweenMax.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:02:59	5227/5227	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2265e1bf0f-146b%22	https://artisantalent.com/wp-content/themes/artisan2017/js/CustomEase.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/CustomEase.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:00	8951/8951	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226743d6c5-22f7%22	https://artisantalent.com/wp-content/themes/artisan2017/js/SplitText.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/SplitText.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:00	68253/68253	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2265eb22d1-10a9d%22	https://artisantalent.com/wp-content/themes/artisan2017/js/jquery.fancybox.min.js?ver=1	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/jquery.fancybox.min68b3.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:01	233426/233426	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2265e3897a-38fd2%22	https://artisantalent.com/wp-content/themes/artisan2017/js/lottie.min.js?ver=2	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/lottie.min77ae.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:01	105228/105228	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267505319-19b0c%22	https://artisantalent.com/wp-content/themes/artisan2017/js/plugins.js?ver=3	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/plugins592e.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:01	75814/75814	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267612f9f-12826%22	https://artisantalent.com/wp-content/themes/artisan2017/js/script.js?ver=1734450759	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/themes/artisan2017/js/scriptd762.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:02	8892/8892	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226729c1f8-22bc%22	https://artisantalent.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:03	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675318bd-302c%22	http://artisantalent.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:03	143/143	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2017%20Dec%202024%2019:03:03%20GMT	http://artisantalent.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/cdn-cgi/challenge-platform/scripts/jsd/main.24.delayed	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:03	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:03%20GMT	https://artisantalent.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:04	8811/8811	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202024%2019:03:03%20GMT	https://artisantalent.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/787bc399e22f/main.js?	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/787bc399e22f/maind41d.js	(from https://artisantalent.com/job-descriptions/web-designer-job-description/)
03:03:05	135898/135898	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:05%20GMT	https://artisantalent.com/job-descriptions/web-designer-job-description/Version/	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/job-descriptions/web-designer-job-description/Version/index.html	(from https://artisantalent.com/wp-content/themes/artisan2017/js/TweenMax.min.js?ver=1)
03:03:05	134960/134960	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:05%20GMT	https://artisantalent.com/job-descriptions/TweenLite.min.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/job-descriptions/TweenLite.min.27.delayed	(from https://artisantalent.com/wp-content/themes/artisan2017/js/MorphSVGPlugin.min.js?ver=1)
03:03:07	135898/135898	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:06%20GMT	https://artisantalent.com/job-descriptions/web-designer-job-description/images/	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/job-descriptions/web-designer-job-description/images/index.html	(from https://artisantalent.com/wp-content/themes/artisan2017/js/lottie.min.js?ver=2)
03:03:07	135898/135898	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:07%20GMT	https://artisantalent.com/job-descriptions/web-designer-job-description/GET	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/job-descriptions/web-designer-job-description/GET.28.delayed	(from https://artisantalent.com/wp-content/themes/artisan2017/js/lottie.min.js?ver=2)
03:03:09	135898/135898	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2019:03:06%20GMT	https://artisantalent.com/job-descriptions/web-designer-job-description/giItT1WQy@!-/	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/artisan/artisantalent.com/job-descriptions/web-designer-job-description/giItT1WQy@!-/index.html	(from https://artisantalent.com/wp-content/themes/artisan2017/js/lottie.min.js?ver=2)
